job_id,views,formatted_work_type,formatted_experience_level,normalized_salary,title_category,state
3898169034,238.0,Full-time,Director,176000.0,Management/Executive,CA
3898169113,38.0,Contract,Associate,62400.0,Data/Analytics,NH
3898169282,15.0,Full-time,Mid-Senior level,135000.0,Management/Executive,CO
3898169292,3.0,Full-time,Mid-Senior level,144473.5,Management/Executive,CA
3898169437,51.0,Full-time,Not Specified,103393.26,Management/Executive,CA
3898169551,101.0,Full-time,Not Specified,82500.0,Engineering,CO
3898169567,57.0,Contract,Associate,57200.0,Management/Executive,NY
3898169569,29.0,Contract,Entry level,49920.0,Other,CA
3898169571,41.0,Contract,Mid-Senior level,174720.0,Healthcare,DC
3898169603,43.0,Full-time,Not Specified,80000.0,Management/Executive,US - Unspecified
3898169612,57.0,Contract,Associate,66560.0,Customer Service/Support,CA
3898169629,27.0,Full-time,Mid-Senior level,80000.0,Senior/Lead,US - Metro Area (Unspecified State)
3898169647,69.0,Full-time,Mid-Senior level,117500.0,Management/Executive,TN
3898169664,13.0,Full-time,Not Specified,130000.0,Engineering,NY
3898169674,22.0,Contract,Not Specified,98800.0,Engineering,MA
3898169697,101.0,Full-time,Not Specified,120000.0,Management/Executive,CA
3898169701,16.0,Full-time,Mid-Senior level,75004.8,Management/Executive,NY
3898169738,7.0,Full-time,Entry level,111280.0,Other,NC
3898169741,5.0,Full-time,Entry level,38480.0,Other,FL
3898169742,6.0,Full-time,Entry level,116511.2,Other,NC
3898169763,15.0,Contract,Associate,34320.0,Healthcare,US - Metro Area (Unspecified State)
3898169764,46.0,Full-time,Mid-Senior level,80000.0,Management/Executive,WI
3898169768,58.0,Full-time,Not Specified,40000.0,Design,OH
3898169788,2.0,Full-time,Mid-Senior level,160000.0,Management/Executive,US - Metro Area (Unspecified State)
3898169813,3.0,Full-time,Not Specified,36000.0,Other,NC
3898169849,208.0,Full-time,Mid-Senior level,80000.0,Marketing,US - Metro Area (Unspecified State)
3898169866,22.0,Full-time,Director,110000.0,Management/Executive,International/Other
3898169885,54.0,Full-time,Mid-Senior level,117900.0,Data/Analytics,FL
3898169898,11.0,Full-time,Mid-Senior level,130000.0,Engineering,International/Other
3898169945,19.0,Full-time,Associate,100000.0,Senior/Lead,NY
3898169952,45.0,Full-time,Associate,80000.0,Other,International/Other
3898169968,26.0,Full-time,Associate,35880.0,Sales,CA
3898169980,19.0,Full-time,Mid-Senior level,84000.0,Legal,TX
3898169991,24.0,Full-time,Associate,128722.0,Other,CA
3898169998,22.0,Contract,Entry level,44720.0,Technical/Trades,VA
3898170001,50.0,Full-time,Associate,106080.0,Management/Executive,MA
3898170036,12.0,Full-time,Not Specified,77500.0,Design,UT
3898170135,19.0,Full-time,Associate,45760.0,Technical/Trades,CA
3898170139,5.0,Full-time,Entry level,41995.2,Technical/Trades,TN
3898170164,16.0,Full-time,Entry level,61875.0,Finance,FL
3898170291,16.0,Full-time,Mid-Senior level,145000.0,Finance,IN
3898170448,18.0,Full-time,Mid-Senior level,105000.0,Engineering,MI
3898170450,41.0,Contract,Mid-Senior level,67600.0,Senior/Lead,CO
3898170465,97.0,Contract,Mid-Senior level,78000.0,Engineering,WA
3898170473,12.0,Full-time,Not Specified,111000.0,Customer Service/Support,IL
3898170515,25.0,Full-time,Mid-Senior level,101600.0,Senior/Lead,MO
3898170539,43.0,Full-time,Associate,92500.0,Finance,US - Metro Area (Unspecified State)
3898170545,23.0,Full-time,Mid-Senior level,230325.0,Management/Executive,MA
3898170560,50.0,Full-time,Entry level,39500.0,Other,NY
3898170562,23.0,Full-time,Mid-Senior level,204887.5,Senior/Lead,MA
3898170597,140.0,Full-time,Not Specified,75500.0,Engineering,WA
3898170604,27.0,Full-time,Entry level,62500.0,Finance,PA
3898170620,10.0,Full-time,Not Specified,65000.0,Management/Executive,TX
3898170637,72.0,Full-time,Not Specified,47500.0,Other,NY
3898170644,10.0,Full-time,Entry level,63232.0,Technical/Trades,NY
3898170666,38.0,Full-time,Associate,77500.0,Engineering,VA
3898170697,5.0,Contract,Mid-Senior level,30504.0,Healthcare,NY
3898170701,92.0,Contract,Associate,40560.0,Technical/Trades,US - Unspecified
3898170737,2.0,Full-time,Not Specified,85000.0,Management/Executive,US - Metro Area (Unspecified State)
3898170750,36.0,Full-time,Entry level,72500.0,Healthcare,US - Metro Area (Unspecified State)
3898170782,7.0,Full-time,Mid-Senior level,53500.0,Management/Executive,GA
3898170784,99.0,Part-time,Internship,49920.0,Healthcare,CA
3898170788,26.0,Full-time,Not Specified,124800.0,Engineering,CA
3898170800,3.0,Full-time,Director,132500.0,Finance,AZ
3898170801,21.0,Full-time,Not Specified,55000.0,Management/Executive,MI
3898170868,19.0,Full-time,Mid-Senior level,100000.0,Management/Executive,WA
3898170896,44.0,Full-time,Not Specified,98800.0,Technical/Trades,CA
3898170901,67.0,Full-time,Mid-Senior level,145000.0,Management/Executive,CA
3898170911,10.0,Full-time,Director,128000.0,Management/Executive,WA
3898170967,100.0,Contract,Mid-Senior level,96720.0,Engineering,CT
3898170996,89.0,Full-time,Director,128000.0,Management/Executive,WA
3898171149,21.0,Full-time,Mid-Senior level,88249.0,Senior/Lead,NY
3898171157,2.0,Full-time,Associate,55120.0,Management/Executive,FL
3898171181,317.0,Full-time,Director,135000.0,Senior/Lead,NY
3898171185,11.0,Full-time,Mid-Senior level,128450.0,Data/Analytics,US - Metro Area (Unspecified State)
3898171204,166.0,Full-time,Not Specified,125000.0,Senior/Lead,CO
3898171209,5.0,Full-time,Associate,71330.0,Other,MI
3898171213,18.0,Full-time,Entry level,90750.0,Engineering,MO
3898171215,23.0,Full-time,Not Specified,117500.0,Management/Executive,US - Unspecified
3898171218,10.0,Full-time,Not Specified,97500.0,Senior/Lead,NJ
3898171222,17.0,Full-time,Entry level,50076.0,Other,NJ
3898171229,28.0,Full-time,Associate,115843.0,Engineering,US - Unspecified
3898171324,46.0,Full-time,Not Specified,90000.0,Engineering,MI
3898171329,12.0,Full-time,Not Specified,120000.0,Management/Executive,UT
3898171330,358.0,Full-time,Associate,45000.0,Other,International/Other
3898171347,9.0,Full-time,Not Specified,55000.0,Management/Executive,IA
3898171358,4.0,Full-time,Entry level,42993.600000000006,Other,IN
3898171361,6.0,Full-time,Entry level,71801.59999999999,Technical/Trades,CO
3898171370,8.0,Full-time,Entry level,36420.8,Other,MO
3898171415,9.0,Contract,Mid-Senior level,26424.0,Other,MO
3898171417,160.0,Full-time,Director,190000.0,Management/Executive,CA
3898171424,44.0,Full-time,Mid-Senior level,200000.0,Management/Executive,FL
3898171445,8.0,Full-time,Not Specified,41745.6,Other,WA
3898171456,91.0,Contract,Mid-Senior level,85800.0,Management/Executive,IL
3898171467,28.0,Full-time,Mid-Senior level,112500.0,Senior/Lead,CA
3898171479,9.0,Full-time,Associate,160000.0,Legal,US - Metro Area (Unspecified State)
3898171507,33.0,Contract,Associate,64480.0,Administrative/Office Support,FL
3898171560,20.0,Full-time,Mid-Senior level,106250.0,Sales,KY
3898171566,42.0,Full-time,Mid-Senior level,110000.0,Management/Executive,TX
3898171592,186.0,Full-time,Not Specified,80000.0,Other,CA
3898171625,22.0,Full-time,Not Specified,115500.0,Management/Executive,GA
3898171675,43.0,Full-time,Mid-Senior level,70000.0,Design,US - Metro Area (Unspecified State)
3898171678,41.0,Full-time,Mid-Senior level,99650.0,Senior/Lead,CA
3898171698,40.0,Full-time,Mid-Senior level,135000.0,Engineering,VA
3898171729,36.0,Full-time,Mid-Senior level,65000.0,Management/Executive,MD
3898171732,18.0,Full-time,Entry level,77500.0,Engineering,MD
3898171795,45.0,Full-time,Director,142500.0,Management/Executive,WI
3898171815,21.0,Full-time,Entry level,42494.4,Sales,CA
3898171816,345.0,Contract,Mid-Senior level,124800.0,Management/Executive,US - Unspecified
3898171840,16.0,Full-time,Associate,75000.0,Other,TX
3898171897,14.0,Full-time,Not Specified,85000.0,Other,WI
3898171923,142.0,Full-time,Mid-Senior level,150000.0,Senior/Lead,CA
3898171948,22.0,Full-time,Mid-Senior level,72500.0,Management/Executive,WV
3898171971,57.0,Full-time,Mid-Senior level,175000.0,Senior/Lead,US - Metro Area (Unspecified State)
3898171989,18.0,Part-time,Not Specified,34840.0,Technical/Trades,TX
3898171996,84.0,Contract,Associate,67600.0,Other,MA
3898172007,14.0,Full-time,Not Specified,117500.0,Management/Executive,FL
3898172017,104.0,Full-time,Mid-Senior level,100461.0,Management/Executive,NY
3898172051,411.0,Full-time,Entry level,41600.0,Other,US - Unspecified
3898172058,6.0,Part-time,Not Specified,38896.0,Customer Service/Support,CA
3898172093,56.0,Full-time,Associate,62500.0,Data/Analytics,FL
3898172103,17.0,Full-time,Associate,85000.0,Management/Executive,CO
3898172109,63.0,Full-time,Not Specified,167500.0,Engineering,US - Unspecified
3898172115,8.0,Part-time,Entry level,42640.0,Sales,US - Metro Area (Unspecified State)
3898172135,23.0,Full-time,Not Specified,53500.0,Healthcare,KS
3898172139,169.0,Full-time,Mid-Senior level,112500.0,Management/Executive,US - Unspecified
3898172140,137.0,Full-time,Mid-Senior level,151100.0,Senior/Lead,NY
3898172150,4.0,Full-time,Entry level,63648.0,Other,IN
3898172152,4.0,Full-time,Entry level,40622.4,Technical/Trades,NC
3898172188,2.0,Full-time,Mid-Senior level,137500.0,Healthcare,NY
3898172210,8.0,Contract,Mid-Senior level,30216.0,Healthcare,IN
3898172216,6.0,Contract,Entry level,139360.0,Healthcare,NM
3898172222,4.0,Full-time,Associate,64480.0,Technical/Trades,HI
3898172226,687.0,Full-time,Associate,86320.0,Management/Executive,US - Unspecified
3898172244,115.0,Full-time,Associate,82500.0,Administrative/Office Support,TX
3898172264,39.0,Full-time,Associate,54080.0,Finance,TX
3898172276,17.0,Full-time,Associate,77500.0,Engineering,CA
3898172278,106.0,Full-time,Mid-Senior level,112500.0,Management/Executive,US - Unspecified
3898172304,58.0,Full-time,Associate,39520.0,Customer Service/Support,US - Metro Area (Unspecified State)
3898172311,54.0,Contract,Mid-Senior level,154960.0,Engineering,TX
3898172336,97.0,Contract,Mid-Senior level,187200.0,Engineering,US - Metro Area (Unspecified State)
3898172354,35.0,Full-time,Mid-Senior level,107500.0,Senior/Lead,CA
3898172357,145.0,Full-time,Mid-Senior level,120000.0,Senior/Lead,CA
3898172387,109.0,Contract,Mid-Senior level,119600.0,Other,IL
3898172428,427.0,Full-time,Not Specified,65000.0,Marketing,US - Unspecified
3898172434,64.0,Full-time,Mid-Senior level,167000.0,Senior/Lead,CA
3898172509,54.0,Full-time,Entry level,79996.8,Administrative/Office Support,CA
3898172522,87.0,Full-time,Not Specified,127500.0,Management/Executive,TN
3898172555,36.0,Full-time,Not Specified,62400.0,Administrative/Office Support,WA
3898172581,9.0,Full-time,Entry level,62400.0,Technical/Trades,MO
3898172606,34.0,Full-time,Entry level,45760.0,Technical/Trades,WA
3898172609,44.0,Full-time,Not Specified,100150.0,Other,CA
3898172616,9.0,Full-time,Not Specified,125000.0,Management/Executive,MN
3898172672,34.0,Full-time,Mid-Senior level,142500.0,Senior/Lead,WI
3898172746,26.0,Full-time,Mid-Senior level,105000.0,Management/Executive,NY
3898172778,10.0,Part-time,Not Specified,36088.0,Technical/Trades,OH
3898172782,10.0,Full-time,Not Specified,43680.0,Technical/Trades,CA
3898172826,52.0,Full-time,Director,120000.0,Management/Executive,NY
3898172831,12.0,Full-time,Associate,107500.0,Legal,FL
3898172833,30.0,Full-time,Entry level,75000.0,Sales,International/Other
3898172858,12.0,Contract,Mid-Senior level,45760.0,Other,PA
3898172868,59.0,Contract,Entry level,119600.0,Management/Executive,CA
3898172885,7.0,Full-time,Mid-Senior level,135000.0,Senior/Lead,VA
3898172894,17.0,Full-time,Mid-Senior level,97500.0,Management/Executive,CA
3898172913,25.0,Contract,Not Specified,67600.0,Healthcare,CA
3898173009,435.0,Full-time,Executive,300000.0,Management/Executive,MA
3898173019,10.0,Part-time,Not Specified,33280.0,Education,MN
3898173039,61.0,Full-time,Mid-Senior level,39500.0,Marketing,NY
3898173062,41.0,Full-time,Mid-Senior level,43680.0,Administrative/Office Support,CA
3898173105,35.0,Contract,Not Specified,135200.0,Other,NJ
3898173121,25.0,Full-time,Associate,75000.0,Administrative/Office Support,WI
3898173126,7.0,Internship,Entry level,62400.0,Technical/Trades,NY
3898173131,16.0,Full-time,Mid-Senior level,117000.0,Senior/Lead,VA
3898173151,305.0,Full-time,Not Specified,89000.0,Other,US - Unspecified
3898173155,29.0,Full-time,Not Specified,59189.0,Finance,WA
3898173159,26.0,Full-time,Mid-Senior level,107500.0,Senior/Lead,NV
3898173161,38.0,Full-time,Associate,152500.0,Senior/Lead,KY
3898173182,6.0,Full-time,Mid-Senior level,105000.0,Management/Executive,International/Other
3898173183,22.0,Full-time,Mid-Senior level,90000.0,Senior/Lead,VA
3898173195,10.0,Contract,Mid-Senior level,25356.0,Other,TX
3898173208,152.0,Full-time,Mid-Senior level,157622.5,Senior/Lead,CA
3898173210,11.0,Full-time,Not Specified,174150.0,Management/Executive,WA
3898173212,5.0,Full-time,Not Specified,73000.0,Management/Executive,WY
3898173243,18.0,Full-time,Director,120000.0,Management/Executive,US - Metro Area (Unspecified State)
3898173246,8.0,Full-time,Entry level,35360.0,Other,CA
3898173249,14.0,Full-time,Entry level,72500.0,Customer Service/Support,CA
3898173252,491.0,Contract,Associate,45760.0,Finance,US - Unspecified
3898173265,6.0,Contract,Associate,70720.0,Finance,OK
3898173278,9.0,Full-time,Mid-Senior level,162500.0,Management/Executive,NV
3898173327,113.0,Full-time,Associate,67500.0,Administrative/Office Support,CA
3898173340,26.0,Full-time,Director,155000.0,Senior/Lead,US - Metro Area (Unspecified State)
3898173350,130.0,Part-time,Entry level,34320.0,Administrative/Office Support,US - Metro Area (Unspecified State)
3898173352,77.0,Full-time,Mid-Senior level,70000.0,Administrative/Office Support,CA
3898173363,19.0,Full-time,Mid-Senior level,67600.0,Technical/Trades,International/Other
3898173366,168.0,Full-time,Not Specified,90000.0,Senior/Lead,OR
3898173368,202.0,Full-time,Director,207500.0,Management/Executive,MA
3898173377,8.0,Contract,Not Specified,66560.0,Other,NC
3898173401,91.0,Contract,Mid-Senior level,93600.0,Management/Executive,TX
3898173404,23.0,Full-time,Mid-Senior level,94243.75,Senior/Lead,AL
3898173410,891.0,Full-time,Executive,185000.0,Marketing,US - Unspecified
3898173411,66.0,Full-time,Mid-Senior level,175000.0,Senior/Lead,International/Other
3898173443,28.0,Part-time,Not Specified,45760.0,Education,OH
3898173503,38.0,Full-time,Entry level,79996.8,Administrative/Office Support,CA
3898173504,8.0,Contract,Associate,71510.4,Other,CA
3898173527,165.0,Contract,Associate,147680.0,Other,International/Other
3898173586,8.0,Part-time,Entry level,40560.0,General Labor/Hospitality,WA
3898173603,27.0,Full-time,Not Specified,139750.0,Management/Executive,MA
3898173655,150.0,Contract,Mid-Senior level,146300.0,Sales,US - Unspecified
3898173718,113.0,Contract,Mid-Senior level,156000.0,Data/Analytics,PA
3898173762,9.0,Full-time,Not Specified,35152.0,Technical/Trades,OR
3898173764,12.0,Part-time,Not Specified,33696.0,Technical/Trades,AL
3898173765,10.0,Part-time,Not Specified,41080.0,Technical/Trades,CA
3898173769,1264.0,Full-time,Mid-Senior level,127000.0,Senior/Lead,US - Unspecified
3898173770,14.0,Full-time,Not Specified,62400.0,Senior/Lead,CA
3898173836,14.0,Contract,Entry level,54080.0,Finance,MN
3898173844,76.0,Contract,Entry level,67350.40000000001,Engineering,OH
3898173854,40.0,Contract,Not Specified,90480.0,Engineering,AZ
3898173870,63.0,Full-time,Mid-Senior level,177500.0,Senior/Lead,International/Other
3898173873,89.0,Full-time,Associate,45333.600000000006,Administrative/Office Support,CA
3898173877,19.0,Full-time,Entry level,50960.0,Finance,VA
3898173887,19.0,Full-time,Mid-Senior level,100000.0,Management/Executive,TX
3898174024,17.0,Full-time,Not Specified,94590.0,Management/Executive,CA
3898174032,176.0,Contract,Mid-Senior level,166400.0,Senior/Lead,MS
3898174058,6.0,Full-time,Associate,160000.0,Legal,International/Other
3898174059,9.0,Full-time,Not Specified,100000.0,Management/Executive,CO
3898174065,85.0,Full-time,Associate,67704.0,Data/Analytics,CA
3898174069,9.0,Full-time,Mid-Senior level,54000.0,Senior/Lead,OH
3898174080,326.0,Full-time,Associate,72800.0,Marketing,US - Unspecified
3898174109,55.0,Full-time,Not Specified,92500.0,Senior/Lead,CA
3898174128,166.0,Contract,Mid-Senior level,168480.0,Data/Analytics,FL
3898174148,23.0,Part-time,Not Specified,62400.0,Finance,US - Metro Area (Unspecified State)
3898174154,146.0,Full-time,Associate,100000.0,Other,NY
3898174199,92.0,Full-time,Mid-Senior level,105700.0,Engineering,CA
3898174208,17.0,Temporary,Executive,212500.0,Healthcare,CA
3898174217,91.0,Full-time,Director,110000.0,Management/Executive,IL
3898174257,11.0,Full-time,Director,155000.0,Management/Executive,CA
3898174346,90.0,Full-time,Mid-Senior level,150000.0,Senior/Lead,NJ
3898174362,40.0,Full-time,Not Specified,41500.0,HR/Recruiting,OR
3898174407,20.0,Full-time,Entry level,47840.0,Data/Analytics,OH
3898174414,8.0,Full-time,Not Specified,74000.0,Other,MD
3898174418,9.0,Full-time,Entry level,46800.0,Administrative/Office Support,ID
3898174419,125.0,Full-time,Executive,325000.0,Other,WI
3898174467,23.0,Full-time,Not Specified,70000.0,Other,LA
3898174472,11.0,Full-time,Mid-Senior level,100000.0,Engineering,VA
3898174480,201.0,Full-time,Mid-Senior level,101500.0,Senior/Lead,MO
3898174488,124.0,Full-time,Mid-Senior level,94300.0,Senior/Lead,US - Unspecified
3898174495,24.0,Full-time,Director,195500.0,Management/Executive,NH
3898174568,6.0,Part-time,Not Specified,36920.0,Technical/Trades,VA
3898174572,353.0,Full-time,Mid-Senior level,66560.0,Healthcare,International/Other
3898174587,156.0,Full-time,Not Specified,115500.0,HR/Recruiting,CA
3898174603,25.0,Full-time,Not Specified,180000.0,Other,International/Other
3898174649,10.0,Contract,Entry level,49920.0,Finance,MD
3898174653,465.0,Contract,Mid-Senior level,101400.0,Engineering,US - Metro Area (Unspecified State)
3898174654,8.0,Contract,Entry level,37440.0,Finance,SC
3898174665,58.0,Full-time,Not Specified,57000.0,Administrative/Office Support,US - Metro Area (Unspecified State)
3898175010,11.0,Full-time,Associate,120000.0,Other,US - Metro Area (Unspecified State)
3898175022,77.0,Full-time,Mid-Senior level,117500.0,Management/Executive,PA
3898175034,24.0,Full-time,Not Specified,63565.0,Other,TX
3898175039,20.0,Contract,Associate,124800.0,Other,WA
3898175045,4.0,Part-time,Not Specified,34320.0,Other,OH
3898175062,40.0,Full-time,Not Specified,135000.0,Senior/Lead,NV
3898175102,12.0,Full-time,Not Specified,60000.0,Finance,CA
3898175190,27.0,Full-time,Mid-Senior level,120000.0,Senior/Lead,MO
3898175303,11.0,Full-time,Mid-Senior level,35360.0,Technical/Trades,WA
3898175306,9.0,Full-time,Mid-Senior level,48000.0,Management/Executive,GA
3898175312,50.0,Part-time,Mid-Senior level,66497.6,Administrative/Office Support,CA
3898175313,67.0,Full-time,Mid-Senior level,169500.0,Senior/Lead,CA
3898175319,30.0,Contract,Associate,72800.0,Engineering,MI
3898175323,197.0,Contract,Mid-Senior level,120640.0,Engineering,TX
3898175331,17.0,Full-time,Mid-Senior level,147500.0,Management/Executive,US - Metro Area (Unspecified State)
3898175338,44.0,Full-time,Mid-Senior level,175000.0,Senior/Lead,US - Metro Area (Unspecified State)
3898175385,29.0,Full-time,Not Specified,335000.0,Other,MA
3898175403,18.0,Part-time,Not Specified,30160.0,Other,TX
3898175465,7.0,Full-time,Entry level,73840.0,Design,AR
3898175467,15.0,Full-time,Entry level,33280.0,General Labor/Hospitality,NY
3898175570,11.0,Part-time,Not Specified,37544.0,Technical/Trades,CA
3898175574,23.0,Part-time,Not Specified,40040.0,Technical/Trades,International/Other
3898175575,10.0,Part-time,Not Specified,35360.0,Technical/Trades,AZ
3898175605,4.0,Part-time,Entry level,37440.0,Sales,CA
3898175639,60.0,Full-time,Mid-Senior level,110000.0,Senior/Lead,WA
3898175654,8.0,Full-time,Entry level,62400.0,Other,NY
3898175678,87.0,Full-time,Director,205000.0,Management/Executive,WA
3898175680,233.0,Full-time,Not Specified,92500.0,Senior/Lead,CA
3898175725,49.0,Full-time,Director,193700.0,Senior/Lead,International/Other
3898175788,204.0,Full-time,Not Specified,67500.0,Marketing,US - Unspecified
3898175987,54.0,Full-time,Mid-Senior level,124800.0,Data/Analytics,TX
3898176021,375.0,Full-time,Mid-Senior level,175000.0,Senior/Lead,US - Unspecified
3898176046,97.0,Contract,Mid-Senior level,98800.0,Other,US - Metro Area (Unspecified State)
3898176198,6.0,Full-time,Entry level,62400.0,Technical/Trades,MO
3898176212,180.0,Full-time,Not Specified,147500.0,HR/Recruiting,CA
3898176213,19.0,Full-time,Not Specified,100150.0,Other,NM
3898176225,153.0,Full-time,Director,242500.0,Management/Executive,NY
3898176228,10.0,Full-time,Not Specified,92350.0,Senior/Lead,NC
3898176234,182.0,Contract,Associate,57200.0,Marketing,US - Metro Area (Unspecified State)
3898176264,20.0,Full-time,Associate,90250.0,Senior/Lead,NC
3898176288,196.0,Full-time,Mid-Senior level,120000.0,Management/Executive,CA
3898176291,17.0,Full-time,Mid-Senior level,100000.0,Management/Executive,AZ
3898176316,36.0,Full-time,Director,250000.0,Senior/Lead,NH
3898176321,7.0,Full-time,Mid-Senior level,100000.0,Other,US - Unspecified
3898176420,40.0,Full-time,Associate,88500.0,Administrative/Office Support,MD
3898176439,8.0,Full-time,Associate,130000.0,Legal,NY
3898176450,4.0,Full-time,Entry level,41600.0,Technical/Trades,ND
3898176456,14.0,Contract,Entry level,74880.0,Sales,WA
3898176470,101.0,Contract,Mid-Senior level,71073.6,Data/Analytics,US - Metro Area (Unspecified State)
3898176487,218.0,Full-time,Director,90000.0,Management/Executive,US - Unspecified
3898176495,122.0,Full-time,Not Specified,93600.0,HR/Recruiting,CA
3898176524,27.0,Full-time,Associate,75000.0,Legal,FL
3898176788,63.0,Contract,Associate,78000.0,Administrative/Office Support,CA
3898176792,62.0,Contract,Mid-Senior level,140400.0,Engineering,CT
3898176856,5.0,Full-time,Mid-Senior level,80000.0,Engineering,WI
3898176883,32.0,Contract,Mid-Senior level,109200.0,Senior/Lead,CA
3898176890,26.0,Full-time,Mid-Senior level,79700.0,Management/Executive,OH
3898176915,143.0,Contract,Mid-Senior level,119600.0,Other,US - Unspecified
3898176921,47.0,Full-time,Mid-Senior level,102500.0,Management/Executive,NY
3898177035,31.0,Full-time,Director,155000.0,Finance,TX
3898177037,66.0,Full-time,Mid-Senior level,130000.0,Engineering,IN
3898177103,4.0,Full-time,Mid-Senior level,70000.0,Management/Executive,WA
3898177121,40.0,Full-time,Entry level,57500.0,Healthcare,GA
3898177152,76.0,Full-time,Associate,87500.0,Legal,DC
3898177156,319.0,Full-time,Executive,190000.0,Senior/Lead,US - Metro Area (Unspecified State)
3898177174,6.0,Full-time,Entry level,62400.0,Technical/Trades,MO
3898177187,33.0,Full-time,Not Specified,77500.0,Senior/Lead,WI
3898177189,56.0,Full-time,Mid-Senior level,85000.0,Other,WI
3898177261,38.0,Full-time,Associate,55000.0,Management/Executive,MD
3898177281,154.0,Contract,Mid-Senior level,185120.0,Senior/Lead,CA
3898177298,75.0,Contract,Mid-Senior level,105040.0,Design,ND
3898177341,18.0,Part-time,Not Specified,39000.0,Technical/Trades,CA
3898177356,45.0,Full-time,Associate,52500.0,HR/Recruiting,OR
3898177384,555.0,Full-time,Director,120000.0,Management/Executive,International/Other
3898177388,142.0,Full-time,Mid-Senior level,160000.0,Management/Executive,US - Metro Area (Unspecified State)
3898177410,14.0,Full-time,Entry level,60000.0,Other,MO
3898177569,13.0,Full-time,Mid-Senior level,140000.0,Management/Executive,US - Metro Area (Unspecified State)
3898177599,12.0,Full-time,Entry level,53040.0,Finance,VA
3898177716,173.0,Full-time,Mid-Senior level,124800.0,Senior/Lead,CO
3898177737,193.0,Full-time,Director,170000.0,Senior/Lead,IL
3898177795,76.0,Contract,Associate,69680.0,Marketing,NY
3898177871,6.0,Full-time,Not Specified,190000.0,Legal,US - Metro Area (Unspecified State)
3898178003,11.0,Full-time,Mid-Senior level,104000.0,Other,US - Metro Area (Unspecified State)
3898178042,67.0,Full-time,Associate,72500.0,Senior/Lead,CA
3898178121,77.0,Contract,Mid-Senior level,71073.6,Data/Analytics,MA
3898178137,18.0,Full-time,Not Specified,164000.0,Management/Executive,VA
3898178152,16.0,Full-time,Associate,111500.0,Data/Analytics,FL
3898178166,10.0,Full-time,Associate,199300.0,Management/Executive,TN
3898178189,219.0,Contract,Not Specified,353600.0,Senior/Lead,US - Unspecified
3898178206,69.0,Full-time,Mid-Senior level,142500.0,Management/Executive,WI
3898178224,5.0,Full-time,Entry level,35360.0,Technical/Trades,KS
3898178303,128.0,Contract,Associate,109200.0,Marketing,US - Metro Area (Unspecified State)
3898178317,42.0,Contract,Mid-Senior level,120000.0,Management/Executive,CT
3898178326,31.0,Full-time,Entry level,111500.0,Engineering,CO
3898178353,21.0,Contract,Entry level,41600.0,Other,TX
3898178357,76.0,Contract,Entry level,145600.0,Engineering,GA
3898178375,100.0,Full-time,Mid-Senior level,190000.0,Management/Executive,NY
3898178380,23.0,Full-time,Not Specified,89620.0,Other,CA
3898178611,58.0,Full-time,Mid-Senior level,172500.0,Senior/Lead,US - Metro Area (Unspecified State)
3898178687,38.0,Full-time,Not Specified,92500.0,Senior/Lead,CO
3898178744,123.0,Contract,Mid-Senior level,98800.0,Administrative/Office Support,WA
3898178759,74.0,Contract,Associate,79040.0,Administrative/Office Support,WA
3898178788,84.0,Full-time,Mid-Senior level,97500.0,Other,TX
3898178872,38.0,Full-time,Mid-Senior level,82500.0,Management/Executive,SC
3898178895,22.0,Full-time,Associate,70000.0,Data/Analytics,International/Other
3898179077,22.0,Contract,Mid-Senior level,85280.0,HR/Recruiting,NC
3898179094,86.0,Full-time,Entry level,80000.0,Engineering,CA
3898179109,34.0,Full-time,Entry level,44720.0,Administrative/Office Support,CA
3898179111,46.0,Full-time,Not Specified,60000.0,Other,AZ
3898179144,46.0,Full-time,Director,70000.0,Management/Executive,VA
3898179163,103.0,Full-time,Director,127500.0,Management/Executive,TX
3898179428,6.0,Temporary,Associate,35360.0,Other,NH
3898179502,31.0,Full-time,Mid-Senior level,150000.0,Sales,CA
3898179508,18.0,Full-time,Mid-Senior level,152500.0,Management/Executive,US - Metro Area (Unspecified State)
3898180070,234.0,Full-time,Mid-Senior level,200000.0,Management/Executive,International/Other
3898180225,25.0,Full-time,Associate,85000.0,Engineering,NC
3898180245,17.0,Full-time,Mid-Senior level,83500.0,Data/Analytics,NC
3898180292,20.0,Full-time,Associate,101000.0,Other,CA
3898180347,51.0,Contract,Mid-Senior level,100880.0,Engineering,AZ
3898181105,43.0,Full-time,Mid-Senior level,215050.0,Senior/Lead,CA
3898181140,35.0,Full-time,Mid-Senior level,112500.0,Management/Executive,TX
3898181225,48.0,Full-time,Mid-Senior level,145000.0,Engineering,CA
3898183032,79.0,Full-time,Mid-Senior level,173000.0,Senior/Lead,CA
3898183050,4.0,Full-time,Not Specified,67600.0,Administrative/Office Support,WA
3898183167,102.0,Contract,Associate,66560.0,Data/Analytics,CA
3899512617,11.0,Part-time,Not Specified,93600.0,Healthcare,PA
3899512810,16.0,Full-time,Mid-Senior level,82500.0,Management/Executive,US - Unspecified
3899512960,386.0,Contract,Associate,73455.2,Engineering,TX
3899513957,5.0,Full-time,Mid-Senior level,45000.0,Senior/Lead,WI
3899513995,9.0,Full-time,Mid-Senior level,71253.5,Management/Executive,US - Unspecified
3899514655,6.0,Full-time,Not Specified,50500.0,Data/Analytics,MI
