job_id,views,formatted_work_type,formatted_experience_level,normalized_salary,title_category,state
3900081276,108.0,Full-time,Mid-Senior level,107500.0,Engineering,International/Other
3900081291,20.0,Full-time,Entry level,175000.0,Sales,NY
3900081341,614.0,Full-time,Mid-Senior level,110000.0,Other,AZ
3900081349,25.0,Full-time,Mid-Senior level,100000.0,Management/Executive,WI
3900081480,30.0,Full-time,Mid-Senior level,54600.0,Sales,CA
3900081486,4.0,Full-time,Entry level,58233.0,Finance,WI
3900081518,154.0,Full-time,Mid-Senior level,31200.0,Healthcare,US - Unspecified
3900081535,16.0,Full-time,Mid-Senior level,129000.0,Senior/Lead,CO
3900081587,8.0,Full-time,Not Specified,156000.0,Other,UT
3900081606,18.0,Full-time,Entry level,72500.0,Senior/Lead,CA
3900081787,17.0,Full-time,Mid-Senior level,87016.8,Management/Executive,KY
3900082001,8.0,Full-time,Mid-Senior level,74758.0,Management/Executive,GA
3900082020,6.0,Full-time,Mid-Senior level,105000.0,Senior/Lead,CO
3900082028,10.0,Full-time,Associate,212500.0,Management/Executive,FL
3900082062,44.0,Full-time,Entry level,147000.0,Management/Executive,NJ
3900082063,10.0,Contract,Not Specified,42640.0,Healthcare,CA
3900082098,4.0,Full-time,Mid-Senior level,102500.0,Management/Executive,WI
3900082099,230.0,Contract,Entry level,42120.0,General Labor/Hospitality,PA
3900082189,49.0,Full-time,Not Specified,253695.0,Management/Executive,CA
3900082209,30.0,Full-time,Entry level,167500.0,Senior/Lead,CA
3900082282,4.0,Full-time,Entry level,58233.0,Finance,IA
3900082289,26.0,Full-time,Not Specified,54600.0,Other,FL
3900082372,7.0,Full-time,Entry level,36067.2,Other,OR
3900082588,14.0,Full-time,Entry level,42660.8,Other,KY
3900082594,7.0,Full-time,Entry level,42660.8,Technical/Trades,KY
3900083022,13.0,Contract,Associate,35360.0,Administrative/Office Support,IN
3900083077,4.0,Full-time,Not Specified,55120.0,Other,CA
3900083118,20.0,Full-time,Not Specified,147500.0,Senior/Lead,MA
3900083252,103.0,Full-time,Not Specified,84250.0,Other,IL
3900083254,6.0,Full-time,Not Specified,111000.0,Management/Executive,CA
3900083486,6.0,Full-time,Mid-Senior level,54492.5,Education,OH
3900083548,15.0,Full-time,Not Specified,118695.0,Other,KY
3900084018,4.0,Full-time,Entry level,45718.4,Management/Executive,NY
3900084069,15.0,Full-time,Mid-Senior level,91875.0,Senior/Lead,US - Unspecified
3900084160,7.0,Full-time,Mid-Senior level,145600.0,Senior/Lead,MS
3900084358,37.0,Full-time,Entry level,56372.0,Healthcare,KY
3900084560,40.0,Full-time,Mid-Senior level,200000.0,Management/Executive,GA
3900084683,12.0,Full-time,Mid-Senior level,40000.0,Sales,WA
3900084691,6.0,Full-time,Mid-Senior level,40000.0,Sales,ID
3900084893,8.0,Full-time,Mid-Senior level,48599.2,Other,KS
3900085094,7.0,Contract,Mid-Senior level,80000.0,Management/Executive,UT
3900085109,12.0,Part-time,Mid-Senior level,47840.0,Other,WA
3900085428,49.0,Full-time,Entry level,35000.0,Other,NY
3900085686,7.0,Full-time,Entry level,35984.0,Other,MD
3900085807,7.0,Full-time,Mid-Senior level,43108.0,Other,MO
3900086201,9.0,Full-time,Director,40986.4,Other,KY
3900086802,253.0,Full-time,Mid-Senior level,98000.0,Data/Analytics,US - Unspecified
3900086850,24.0,Full-time,Mid-Senior level,162960.0,Senior/Lead,US - Metro Area (Unspecified State)
3900087046,28.0,Full-time,Mid-Senior level,51344.8,Senior/Lead,KY
3900087149,14.0,Full-time,Entry level,49515.0,Education,NH
3900087458,22.0,Full-time,Mid-Senior level,180500.0,Management/Executive,International/Other
3900087716,28.0,Part-time,Mid-Senior level,60000.0,Other,WI
3900087770,43.0,Full-time,Not Specified,72500.0,Other,NY
3900087828,12.0,Full-time,Mid-Senior level,44200.0,Other,WI
3900087920,12.0,Full-time,Mid-Senior level,137500.0,Senior/Lead,OR
3900087975,12.0,Full-time,Entry level,31200.0,Administrative/Office Support,FL
3900087983,13.0,Full-time,Entry level,32510.4,Other,FL
3900088279,37.0,Full-time,Entry level,41600.0,Data/Analytics,TX
3900088351,20.0,Full-time,Entry level,50774.0,Other,NY
3900088352,26.0,Full-time,Entry level,35252.0,Other,NY
3900088636,4.0,Full-time,Mid-Senior level,97875.0,Management/Executive,OR
3900088681,41.0,Full-time,Mid-Senior level,56030.0,Management/Executive,FL
3900088685,39.0,Full-time,Mid-Senior level,64518.0,Other,FL
3900088688,16.0,Temporary,Mid-Senior level,46800.0,Healthcare,FL
3900088796,31.0,Full-time,Mid-Senior level,86299.2,Healthcare,NY
3900088932,143.0,Contract,Mid-Senior level,58240.0,Healthcare,US - Unspecified
3900089135,22.0,Full-time,Mid-Senior level,75462.40000000001,Management/Executive,CA
3900089156,22.0,Other,Entry level,66000.0,Other,IL
3900089195,5.0,Full-time,Mid-Senior level,37460.8,Senior/Lead,MD
3900089231,33.0,Full-time,Associate,94700.0,Design,International/Other
3900089527,3.0,Full-time,Mid-Senior level,67000.0,Senior/Lead,OR
3900089804,31.0,Full-time,Mid-Senior level,102500.0,Management/Executive,MD
3900089928,64.0,Full-time,Not Specified,102295.7,Senior/Lead,NY
3900090133,13.0,Full-time,Entry level,85000.0,Finance,MA
3900090350,29.0,Full-time,Not Specified,120000.0,Management/Executive,NY
3900090571,24.0,Full-time,Entry level,63000.0,Engineering,NC
3900090585,8.0,Part-time,Entry level,26624.0,Other,TX
3900090678,38.0,Full-time,Mid-Senior level,67000.0,Senior/Lead,OR
3900090753,46.0,Full-time,Mid-Senior level,78000.0,Management/Executive,NY
3900091012,27.0,Contract,Mid-Senior level,58240.0,Healthcare,US - Unspecified
3900091088,8.0,Full-time,Mid-Senior level,43108.0,Other,AR
3900091245,13.0,Part-time,Entry level,43680.0,Customer Service/Support,WI
3900091279,8.0,Full-time,Mid-Senior level,162960.0,Senior/Lead,CA
3900091282,70.0,Full-time,Mid-Senior level,124436.0,Data/Analytics,WA
3900091303,26.0,Full-time,Not Specified,120000.0,Management/Executive,NY
3900091448,9.0,Full-time,Mid-Senior level,95000.0,Other,TX
3900091538,4.0,Full-time,Mid-Senior level,33280.0,Management/Executive,MO
3900091539,8.0,Part-time,Entry level,26624.0,Other,TX
3900091643,8.0,Full-time,Mid-Senior level,112320.0,Healthcare,MD
3900091940,6.0,Full-time,Mid-Senior level,112500.0,Other,CA
3900091943,7.0,Full-time,Mid-Senior level,112500.0,Other,CA
3900091944,8.0,Full-time,Mid-Senior level,147500.0,Management/Executive,NC
3900091972,11.0,Full-time,Mid-Senior level,130000.0,Senior/Lead,CA
3900092078,4.0,Part-time,Mid-Senior level,58000.0,Other,WI
3900092103,34.0,Full-time,Director,56030.0,Management/Executive,FL
3900092162,22.0,Full-time,Entry level,86050.0,Engineering,WI
3900092342,6.0,Full-time,Entry level,41600.0,Healthcare,MA
3900092441,12.0,Full-time,Entry level,112320.0,Healthcare,MD
3900092529,43.0,Full-time,Entry level,76250.0,Data/Analytics,IA
3900092620,15.0,Full-time,Mid-Senior level,100000.0,Management/Executive,CO
3900092730,5.0,Full-time,Mid-Senior level,127500.0,Management/Executive,WA
3900092737,7.0,Full-time,Mid-Senior level,182500.0,Senior/Lead,TX
3900092743,6.0,Full-time,Entry level,45000.0,Other,CT
3900092840,8.0,Full-time,Mid-Senior level,84999.2,Senior/Lead,CO
3900092950,7.0,Full-time,Mid-Senior level,106194.4,Healthcare,WA
3900093080,17.0,Full-time,Mid-Senior level,94250.0,Design,WI
3900093117,10.0,Full-time,Mid-Senior level,86300.0,Healthcare,RI
3900093235,44.0,Full-time,Mid-Senior level,137500.0,Senior/Lead,International/Other
3900093254,11.0,Part-time,Entry level,23920.0,Other,OK
3900093377,31.0,Full-time,Not Specified,102295.7,Senior/Lead,NY
3900093554,22.0,Full-time,Entry level,48848.8,Administrative/Office Support,CA
3900093572,8.0,Full-time,Mid-Senior level,58240.0,Senior/Lead,CA
3900093581,10.0,Part-time,Entry level,70467.5,Engineering,KY
3900093639,9.0,Full-time,Mid-Senior level,132500.0,Senior/Lead,TX
3900093641,7.0,Full-time,Mid-Senior level,102500.0,Technical/Trades,NE
3900093654,6.0,Full-time,Mid-Senior level,152500.0,Senior/Lead,TX
3900094017,16.0,Full-time,Mid-Senior level,150000.0,Management/Executive,TX
3900094082,7.0,Part-time,Entry level,23920.0,Other,OK
3900094465,5.0,Full-time,Mid-Senior level,102500.0,Technical/Trades,KS
3900094542,13.0,Full-time,Mid-Senior level,95000.0,Other,NY
3900094543,36.0,Full-time,Mid-Senior level,135000.0,Management/Executive,NY
3900094559,66.0,Full-time,Mid-Senior level,108500.0,Management/Executive,US - Unspecified
3900095346,7.0,Full-time,Not Specified,54787.2,Technical/Trades,CO
3900095348,7.0,Part-time,Entry level,70467.5,Education,KY
3900095376,6.0,Full-time,Mid-Senior level,101025.6,Healthcare,NY
3900095388,59.0,Full-time,Entry level,69680.0,Customer Service/Support,NY
3900095401,8.0,Full-time,Entry level,72500.0,Design,TX
3900095419,12.0,Full-time,Mid-Senior level,145000.0,Legal,CA
3900095478,13.0,Full-time,Mid-Senior level,125000.0,Management/Executive,NY
3900095502,7.0,Full-time,Not Specified,70350.0,Other,MO
3900096011,217.0,Full-time,Not Specified,138450.0,Sales,US - Unspecified
3900096349,6.0,Full-time,Mid-Senior level,182500.0,Senior/Lead,NC
3900096357,4.0,Full-time,Mid-Senior level,152500.0,Senior/Lead,TX
3900096445,43.0,Full-time,Entry level,72500.0,Management/Executive,US - Unspecified
3900096450,13.0,Full-time,Not Specified,70000.0,Other,TX
3900096453,197.0,Full-time,Not Specified,89950.0,Other,US - Unspecified
3900097176,6.0,Full-time,Mid-Senior level,71500.0,Management/Executive,NY
3900097208,8.0,Full-time,Entry level,72500.0,Administrative/Office Support,TX
3900098018,31.0,Full-time,Mid-Senior level,140000.0,Senior/Lead,CA
3900098024,14.0,Full-time,Mid-Senior level,237500.0,Senior/Lead,MA
3900098034,10.0,Temporary,Entry level,148720.0,Engineering,IA
3900098049,4.0,Full-time,Entry level,67080.0,Technical/Trades,OK
3900098084,9.0,Full-time,Mid-Senior level,82680.0,Other,TN
3900098085,32.0,Full-time,Entry level,98800.0,Healthcare,TN
3900099034,15.0,Full-time,Mid-Senior level,145080.0,Senior/Lead,TN
3900934670,4.0,Full-time,Not Specified,80000.0,Legal,US - Metro Area (Unspecified State)
3900935371,31.0,Contract,Associate,48193.600000000006,Senior/Lead,IN
3900936927,5.0,Full-time,Not Specified,72500.0,Management/Executive,CA
3900936975,4.0,Full-time,Associate,69000.0,Other,PA
3900936980,4.0,Part-time,Not Specified,40040.0,Technical/Trades,CA
3900936981,4.0,Part-time,Not Specified,73840.0,Technical/Trades,NJ
3900936982,5.0,Part-time,Not Specified,40040.0,Technical/Trades,CA
3900936985,6.0,Contract,Mid-Senior level,180250.0,Management/Executive,WA
3900936986,3.0,Full-time,Mid-Senior level,165173.0,Senior/Lead,DC
3900936991,4.0,Full-time,Mid-Senior level,119000.0,Management/Executive,MO
3900937141,34.0,Full-time,Director,135000.0,Management/Executive,AL
3900937734,5.0,Contract,Not Specified,72800.0,Education,US - Unspecified
3900937926,9.0,Part-time,Not Specified,33696.0,Technical/Trades,MT
3900937928,4.0,Full-time,Associate,37336.0,Other,TN
3900937934,28.0,Full-time,Entry level,170094.0,Other,DC
3900937975,12.0,Full-time,Entry level,70200.0,Data/Analytics,TN
3900937981,3.0,Part-time,Entry level,38480.0,Sales,NY
3900938617,3.0,Full-time,Not Specified,80000.0,Other,TX
3900938734,9.0,Full-time,Director,172500.0,Management/Executive,CA
3900938744,9.0,Full-time,Not Specified,116480.0,Management/Executive,PA
3900938803,4.0,Part-time,Not Specified,35360.0,Technical/Trades,OR
3900938827,3.0,Full-time,Entry level,54537.6,Technical/Trades,GA
3900938860,10.0,Full-time,Not Specified,209500.0,Sales,GA
3900938866,4.0,Full-time,Entry level,39374.4,Other,SC
3900938887,8.0,Full-time,Entry level,43775.0,Other,NY
3900938896,4.0,Full-time,Mid-Senior level,170000.0,Engineering,CT
3900938906,3.0,Full-time,Associate,122500.0,Senior/Lead,CT
3900938943,10.0,Full-time,Entry level,67780.045,Management/Executive,CA
3900938951,4.0,Full-time,Entry level,133120.0,Healthcare,NY
3900938952,3.0,Full-time,Entry level,54124.32,Administrative/Office Support,NY
3900938989,24.0,Full-time,Mid-Senior level,175000.0,Sales,International/Other
3900939802,4.0,Full-time,Mid-Senior level,160000.0,Senior/Lead,NY
3900939827,3.0,Full-time,Not Specified,124800.0,Senior/Lead,CA
3900939828,5.0,Full-time,Not Specified,110240.0,Other,IL
3900939871,5.0,Part-time,Not Specified,36504.0,Technical/Trades,OR
3900939873,4.0,Full-time,Not Specified,58448.0,Technical/Trades,VA
3900939879,3.0,Full-time,Not Specified,142000.0,Customer Service/Support,International/Other
3900939883,6.0,Full-time,Entry level,85259.2,Other,PA
3900939914,91.0,Full-time,Entry level,85000.0,Other,NH
3900939944,5.0,Full-time,Entry level,41600.0,Technical/Trades,NJ
3900939988,3.0,Part-time,Not Specified,47840.0,Other,ME
3900940509,13.0,Contract,Mid-Senior level,156000.0,Engineering,FL
3900940693,5.0,Contract,Associate,90250.0,Senior/Lead,UT
3900940704,4.0,Part-time,Not Specified,34216.0,Technical/Trades,SC
3900940705,5.0,Part-time,Not Specified,35256.0,Technical/Trades,NY
3900940706,4.0,Full-time,Not Specified,39000.0,Technical/Trades,AZ
3900940713,25.0,Full-time,Not Specified,271000.0,Management/Executive,TX
3900940733,4.0,Full-time,Not Specified,150000.0,Senior/Lead,CO
3900940754,3.0,Full-time,Not Specified,142994.0,Senior/Lead,TX
3900940761,4.0,Full-time,Not Specified,183260.0,Management/Executive,CA
3900940792,7.0,Part-time,Entry level,60320.0,Technical/Trades,NY
3900940811,9.0,Full-time,Not Specified,95000.0,Management/Executive,WI
3900940816,1075.0,Full-time,Not Specified,42579.0,Customer Service/Support,US - Unspecified
3900940824,8.0,Full-time,Not Specified,261100.0,Senior/Lead,US - Unspecified
3900940836,5.0,Part-time,Entry level,48880.0,Other,CA
3900940850,3.0,Full-time,Mid-Senior level,89900.0,Senior/Lead,NY
3900940853,15.0,Full-time,Mid-Senior level,130000.0,Management/Executive,CA
3900940860,14.0,Full-time,Associate,49920.0,Technical/Trades,IL
3900940874,0.0,Full-time,Mid-Senior level,102500.0,Design,US - Metro Area (Unspecified State)
3900940883,4.0,Full-time,Mid-Senior level,142500.0,Sales,US - Metro Area (Unspecified State)
3900940884,21.0,Full-time,Mid-Senior level,155000.0,Senior/Lead,CA
3900940885,3.0,Full-time,Associate,85000.0,Other,OR
3900940909,2.0,Contract,Associate,83200.0,Other,MI
3900941534,5.0,Full-time,Entry level,32240.0,Technical/Trades,PA
3900941552,14.0,Full-time,Mid-Senior level,78500.0,Management/Executive,WI
3900941563,3.0,Full-time,Not Specified,90000.0,Management/Executive,NY
3900941581,4.0,Full-time,Not Specified,67500.0,Management/Executive,OR
3900941609,5.0,Part-time,Not Specified,35360.0,Technical/Trades,IA
3900941675,5.0,Full-time,Entry level,41600.0,Technical/Trades,NJ
3900941706,14.0,Full-time,Entry level,96449.6,Engineering,NY
3900941723,20.0,Full-time,Mid-Senior level,100000.0,Engineering,WI
3900941768,4.0,Full-time,Mid-Senior level,72500.0,Management/Executive,IL
3900941781,3.0,Full-time,Executive,225000.0,Management/Executive,US - Metro Area (Unspecified State)
3900941787,31.0,Contract,Mid-Senior level,124800.0,Finance,WA
3900941789,28.0,Full-time,Entry level,58000.0,Sales,CA
3900941795,9.0,Full-time,Not Specified,62400.0,Legal,CA
3900941797,39.0,Full-time,Director,185000.0,Senior/Lead,CT
3900941805,48.0,Full-time,Not Specified,78500.0,Design,CA
3900941807,6.0,Contract,Not Specified,75000.5,Sales,International/Other
3900941814,2.0,Full-time,Entry level,56000.0,Sales,CA
3900941822,21.0,Full-time,Mid-Senior level,92500.0,Senior/Lead,NH
3900941945,1.0,Full-time,Mid-Senior level,110000.0,Marketing,US - Metro Area (Unspecified State)
3900942296,23.0,Full-time,Mid-Senior level,77500.0,Management/Executive,NY
3900942475,4.0,Full-time,Not Specified,38480.0,Engineering,TX
3900942493,34.0,Full-time,Not Specified,44200.0,Sales,US - Metro Area (Unspecified State)
3900942516,3.0,Full-time,Not Specified,40040.0,Technical/Trades,NY
3900942518,5.0,Part-time,Not Specified,39000.0,Technical/Trades,CA
3900942520,4.0,Full-time,Associate,39416.0,Other,TN
3900942592,5.0,Full-time,Mid-Senior level,188000.0,Senior/Lead,CA
3900942607,5.0,Contract,Entry level,114400.0,Other,IL
3900942609,6.0,Contract,Mid-Senior level,114400.0,Senior/Lead,IL
3900942614,6.0,Contract,Entry level,52083.2,Data/Analytics,OH
3900942616,17.0,Full-time,Mid-Senior level,90000.0,Engineering,MN
3900942618,6.0,Full-time,Mid-Senior level,156500.0,Management/Executive,MA
3900942654,2.0,Full-time,Associate,68640.0,Other,NC
3900942655,7.0,Full-time,Executive,200000.0,Other,CA
3900942656,5.0,Part-time,Entry level,36400.0,Customer Service/Support,CA
3900942679,942.0,Full-time,Mid-Senior level,72900.0,Data/Analytics,NY
3900942686,4.0,Full-time,Mid-Senior level,64500.0,Senior/Lead,NY
3900942696,6.0,Full-time,Not Specified,100000.0,Senior/Lead,CA
3900942699,8.0,Full-time,Associate,100000.0,Administrative/Office Support,CA
3900942701,2.0,Full-time,Mid-Senior level,77500.0,Senior/Lead,FL
3900942703,3.0,Contract,Entry level,36920.0,Other,CA
3900942714,4.0,Full-time,Mid-Senior level,141500.0,Management/Executive,CO
3900942736,10.0,Full-time,Associate,80000.0,Sales,IL
3900942740,197.0,Contract,Mid-Senior level,208000.0,Management/Executive,US - Unspecified
3900942908,6.0,Full-time,Mid-Senior level,78000.0,Technical/Trades,AZ
3900942918,39.0,Full-time,Mid-Senior level,130000.0,Senior/Lead,US - Metro Area (Unspecified State)
3900943153,5.0,Full-time,Not Specified,98800.0,Senior/Lead,CA
3900943174,7.0,Part-time,Entry level,38480.0,General Labor/Hospitality,NY
3900943194,8.0,Full-time,Not Specified,63024.0,Healthcare,MN
3900943199,5.0,Full-time,Not Specified,34632.0,Technical/Trades,TX
3900943238,18.0,Full-time,Entry level,85000.0,Other,CT
3900943272,4.0,Full-time,Entry level,209500.0,Senior/Lead,CA
3900943342,4.0,Full-time,Mid-Senior level,77500.0,Senior/Lead,NY
3900943343,30.0,Full-time,Entry level,101850.0,Management/Executive,NY
3900943357,4.0,Full-time,Director,109500.0,Management/Executive,DC
3900943380,21.0,Full-time,Mid-Senior level,258000.0,Management/Executive,NY
3900943383,6.0,Full-time,Not Specified,146000.0,Management/Executive,NC
3900943565,4.0,Full-time,Entry level,56000.0,Sales,CA
3900943626,31.0,Full-time,Mid-Senior level,100200.0,Management/Executive,CO
3900943666,18.0,Full-time,Not Specified,64000.0,Marketing,US - Unspecified
3900943715,34.0,Contract,Entry level,73840.0,Engineering,CA
3900943746,2.0,Full-time,Not Specified,93600.0,Other,CA
3900943786,43.0,Contract,Entry level,74000.0,Engineering,AZ
3900943812,78.0,Full-time,Director,181760.0,Management/Executive,US - Unspecified
3900943859,27.0,Full-time,Director,114751.0,Management/Executive,KY
3900943867,4.0,Full-time,Entry level,50689.6,Healthcare,WA
3900943868,4.0,Full-time,Entry level,50689.6,Healthcare,WA
3900943869,6.0,Part-time,Entry level,50689.6,Healthcare,WA
3900943982,13.0,Full-time,Associate,75920.0,Other,NC
3900943985,8.0,Full-time,Not Specified,102500.0,Marketing,US - Unspecified
3900944001,21.0,Full-time,Entry level,85000.0,Other,WV
3900944048,9.0,Contract,Mid-Senior level,194480.0,Senior/Lead,MA
3900944050,5.0,Full-time,Mid-Senior level,162500.0,Engineering,ID
3900944085,5.0,Full-time,Mid-Senior level,83500.0,Management/Executive,CA
3900944091,6.0,Full-time,Entry level,62856.0,Administrative/Office Support,NY
3900944115,65.0,Full-time,Mid-Senior level,130000.0,Engineering,MA
3900944120,21.0,Full-time,Director,77000.0,Management/Executive,AR
3900944123,5.0,Full-time,Mid-Senior level,99000.0,Sales,NY
3900944125,358.0,Full-time,Not Specified,75000.0,Legal,US - Unspecified
3900944132,10.0,Full-time,Mid-Senior level,166400.0,Management/Executive,WA
3900944140,4.0,Full-time,Mid-Senior level,115600.0,Customer Service/Support,US - Unspecified
3900944148,4.0,Full-time,Mid-Senior level,124000.0,Management/Executive,OK
3900944151,5.0,Full-time,Associate,106700.0,Management/Executive,NY
3900944159,8.0,Full-time,Mid-Senior level,114400.0,Senior/Lead,CO
3900944193,4.0,Full-time,Entry level,51688.0,Technical/Trades,NY
3900944312,2.0,Full-time,Mid-Senior level,124800.0,Other,CA
3900944651,4.0,Part-time,Entry level,50689.6,Healthcare,WA
3900944662,44.0,Full-time,Not Specified,77500.0,Administrative/Office Support,MI
3900944795,5.0,Full-time,Not Specified,63440.0,Technical/Trades,CA
3900944943,4.0,Part-time,Not Specified,29120.0,Other,CO
3900944949,5.0,Part-time,Entry level,72800.0,Other,CO
3900945021,34.0,Full-time,Entry level,93600.0,Engineering,US - Unspecified
3900945038,30.0,Contract,Entry level,71000.0,Other,NC
3900945041,12.0,Contract,Mid-Senior level,114400.0,Management/Executive,SC
3900945045,6.0,Contract,Entry level,84240.0,Engineering,OK
3900945057,3.0,Contract,Associate,99840.0,Engineering,WA
3900945058,33.0,Internship,Not Specified,33280.0,Data/Analytics,NE
3900945085,5.0,Part-time,Mid-Senior level,34902.4,Other,International/Other
3900945086,5.0,Part-time,Entry level,35360.0,Customer Service/Support,CA
3900945101,3.0,Temporary,Entry level,60320.0,Other,WA
3900945133,19.0,Full-time,Entry level,215000.0,Finance,CO
3900945149,15.0,Full-time,Not Specified,50000.0,Management/Executive,AR
3900945157,2.0,Full-time,Not Specified,74000.0,Engineering,CO
3900945162,3.0,Full-time,Not Specified,79216.79999999999,Data/Analytics,CA
3900945176,4.0,Full-time,Not Specified,70000.0,Senior/Lead,IL
3900945426,5.0,Part-time,Not Specified,46800.0,Other,CA
3900945630,3.0,Full-time,Mid-Senior level,170000.0,Management/Executive,TX
3900945805,7.0,Contract,Mid-Senior level,145600.0,Engineering,OR
3900945881,21.0,Full-time,Mid-Senior level,125000.0,Senior/Lead,MA
3900945939,4.0,Full-time,Entry level,35360.0,Administrative/Office Support,CO
3900946007,5.0,Part-time,Entry level,36400.0,Other,CA
3900946025,6.0,Full-time,Entry level,89440.0,Technical/Trades,NY
3900946027,7.0,Full-time,Director,215000.0,Senior/Lead,NY
3900946049,7.0,Full-time,Not Specified,80000.0,Other,CO
3900946060,6.0,Contract,Mid-Senior level,65520.0,Data/Analytics,GA
3900946062,9.0,Full-time,Entry level,72000.0,Technical/Trades,SD
3900946065,2.0,Full-time,Entry level,52500.0,Finance,US - Metro Area (Unspecified State)
3900946074,23.0,Contract,Not Specified,124800.0,Senior/Lead,US - Metro Area (Unspecified State)
3900946095,22.0,Full-time,Entry level,87500.0,Technical/Trades,UT
3900946216,9.0,Full-time,Not Specified,130000.0,Engineering,AZ
3900946321,2.0,Full-time,Associate,52500.0,Customer Service/Support,TX
3900946447,6.0,Full-time,Mid-Senior level,65780.0,Other,IL
3900946468,10.0,Full-time,Entry level,56000.0,Sales,CA
3900946516,159.0,Full-time,Mid-Senior level,110000.0,Data/Analytics,US - Unspecified
3900946706,140.0,Full-time,Mid-Senior level,106500.0,Engineering,CO
3900946726,32.0,Full-time,Entry level,66500.0,Marketing,MI
3900946941,3.0,Full-time,Mid-Senior level,82500.0,Engineering,International/Other
3900946957,9.0,Full-time,Mid-Senior level,75000.0,Sales,AZ
3900946968,141.0,Full-time,Not Specified,75000.0,Management/Executive,CA
3900946976,4.0,Full-time,Entry level,66872.0,Other,IL
3900946978,5.0,Full-time,Entry level,39520.0,Technical/Trades,KY
3900946979,5.0,Full-time,Entry level,92500.0,Other,VA
3900946996,5.0,Full-time,Entry level,31200.0,Technical/Trades,NM
3900947017,9.0,Full-time,Mid-Senior level,160000.0,Senior/Lead,US - Unspecified
3900947024,23.0,Full-time,Associate,77500.0,Engineering,NM
3900947193,21.0,Full-time,Not Specified,110000.0,Senior/Lead,US - Metro Area (Unspecified State)
3900947308,2.0,Part-time,Not Specified,43680.0,Other,CA
3900947400,5.0,Full-time,Entry level,124800.0,Healthcare,WA
3900947540,5.0,Full-time,Entry level,38043.2,Administrative/Office Support,CO
3900947580,21.0,Full-time,Entry level,74000.0,Senior/Lead,MI
3900947766,6.0,Full-time,Mid-Senior level,93750.0,Management/Executive,NY
3900947818,4.0,Full-time,Associate,58150.0,Other,MT
3900947824,2.0,Temporary,Mid-Senior level,145600.0,Senior/Lead,WA
3900947833,23.0,Full-time,Entry level,43804.8,Other,PA
3900948239,4.0,Full-time,Mid-Senior level,85500.0,Management/Executive,WA
3900948571,72.0,Full-time,Executive,174250.0,Other,NY
3900948672,11.0,Full-time,Entry level,56000.0,Sales,HI
3900948684,2019.0,Full-time,Mid-Senior level,78000.0,Management/Executive,US - Unspecified
3900948764,27.0,Contract,Mid-Senior level,140400.0,Engineering,TX
3900948795,24.0,Full-time,Mid-Senior level,80250.0,Management/Executive,NY
3900948800,13.0,Full-time,Mid-Senior level,130000.0,Management/Executive,AZ
3900948801,36.0,Full-time,Mid-Senior level,101360.0,Data/Analytics,CO
3900948807,4.0,Full-time,Mid-Senior level,85000.0,Senior/Lead,AZ
3900948818,3.0,Full-time,Mid-Senior level,95000.0,Senior/Lead,US - Metro Area (Unspecified State)
3900948837,5.0,Full-time,Entry level,80000.0,Other,OK
3900948840,6.0,Full-time,Entry level,65000.0,Other,AR
3900948851,39.0,Full-time,Associate,75920.0,Other,NC
3900948960,6.0,Full-time,Entry level,39520.0,Sales,FL
3900948986,17.0,Full-time,Mid-Senior level,72000.0,Senior/Lead,KS
3900948992,40.0,Full-time,Executive,275000.0,Finance,CA
3900949052,4.0,Full-time,Mid-Senior level,48380.8,Other,CO
3900949086,4.0,Full-time,Entry level,35360.0,Technical/Trades,CA
3900949140,19.0,Contract,Entry level,36920.0,Other,US - Metro Area (Unspecified State)
3900949166,6.0,Full-time,Entry level,77500.0,Healthcare,MO
3900949198,4.0,Full-time,Mid-Senior level,75250.0,Other,NY
3900949229,11.0,Contract,Mid-Senior level,143520.0,Engineering,OR
3900949230,5.0,Full-time,Entry level,83200.0,Healthcare,WA
3900949231,5.0,Part-time,Entry level,104000.0,Healthcare,WA
3900949232,5.0,Full-time,Entry level,83200.0,Healthcare,WA
3900949263,5.0,Part-time,Entry level,47184.8,Healthcare,WA
3900949267,6.0,Full-time,Entry level,85280.0,Healthcare,WA
3900949325,19.0,Full-time,Not Specified,75000.0,Senior/Lead,TX
3900949348,4.0,Part-time,Not Specified,50960.0,Sales,NY
3900949559,14.0,Full-time,Not Specified,42640.0,Customer Service/Support,NV
3900949561,35.0,Full-time,Executive,184000.0,Other,IL
3900949628,4.0,Contract,Entry level,59280.0,Other,CO
3900949681,10.0,Full-time,Mid-Senior level,93750.0,Management/Executive,GA
3900949692,81.0,Full-time,Director,167500.0,Management/Executive,NY
3900949694,9.0,Full-time,Associate,65000.0,Other,WI
3900949718,7.0,Full-time,Entry level,80000.0,Other,MO
3900949882,46.0,Full-time,Not Specified,202900.0,Management/Executive,International/Other
3900949927,20.0,Contract,Associate,67600.0,Data/Analytics,CA
3900949995,32.0,Full-time,Mid-Senior level,113750.0,Management/Executive,AZ
3900950124,4.0,Full-time,Not Specified,102500.0,Other,US - Unspecified
3900950220,17.0,Full-time,Mid-Senior level,100000.0,Engineering,TX
3900950418,3.0,Part-time,Not Specified,78000.0,Healthcare,UT
3900950500,11.0,Part-time,Not Specified,35360.0,Administrative/Office Support,LA
3900950566,11.0,Full-time,Associate,105000.0,Other,CO
